"sharks_id","name","tagIdNumber","species","gender","stageOfLife","length","weight","tagDate","tagLocation","description","pings__active","pings__id","pings__datetime","pings__tz_datetime","pings__latitude","pings__longitude"
"","","","","","","","","","","","1","49195","31 January 2016 10:53:46 AM","31 January 2016 10:53:46 AM +0900","39.2396","-69.44656"
"","","","","","","","","","","","1","49191","31 January 2016 10:08:20 AM","31 January 2016 10:08:20 AM +0900","39.22351","-69.49263"
"","","","","","","","","","","","1","49189","31 January 2016 9:14:37 AM","31 January 2016 9:14:37 AM +0900","39.22574","-69.49081"
"","","","","","","","","","","","1","49190","31 January 2016 9:08:59 AM","31 January 2016 9:08:59 AM +0900","39.24512","-69.38664"
"","","","","","","","","","","","1","49187","31 January 2016 7:30:15 AM","31 January 2016 7:30:15 AM +0900","39.24065","-69.37451"
"","","","","","","","","","","","1","49185","31 January 2016 7:01:54 AM","31 January 2016 7:01:54 AM +0900","39.24033","-69.37465"
"","","","","","","","","","","","1","49183","31 January 2016 6:45:19 AM","31 January 2016 6:45:19 AM +0900","39.66477","-67.25467"
"","","","","","","","","","","","1","49151","28 January 2016 4:20:13 AM","28 January 2016 4:20:13 AM +0900","41.30529","-68.91858"
"","","","","","","","","","","","1","49149","27 January 2016 9:49:21 PM","27 January 2016 9:49:21 PM +0900","41.05025","-68.69367"
"","","","","","","","","","","","1","49148","27 January 2016 6:30:21 PM","27 January 2016 6:30:21 PM +0900","40.95683","-68.66881"
"","","","","","","","","","","","1","49145","27 January 2016 9:51:06 AM","27 January 2016 9:51:06 AM +0900","40.58034","-68.56117"
"","","","","","","","","","","","1","49146","27 January 2016 9:26:05 AM","27 January 2016 9:26:05 AM +0900","40.55873","-68.56195"
"","","","","","","","","","","","1","49142","27 January 2016 8:58:59 AM","27 January 2016 8:58:59 AM +0900","40.54386","-68.54972"
"","","","","","","","","","","","1","49139","27 January 2016 12:57:13 AM","27 January 2016 12:57:13 AM +0900","40.25285","-68.46251"
"","","","","","","","","","","","1","49138","27 January 2016 12:09:58 AM","27 January 2016 12:09:58 AM +0900","40.20256","-68.61085"
"","","","","","","","","","","","1","49137","26 January 2016 8:59:00 PM","26 January 2016 8:59:00 PM +0900","40.10432","-68.30863"
"","","","","","","","","","","","1","49136","26 January 2016 8:22:54 PM","26 January 2016 8:22:54 PM +0900","40.04724","-68.25804"
"","","","","","","","","","","","1","49135","26 January 2016 7:41:51 PM","26 January 2016 7:41:51 PM +0900","40.01771","-68.15489"
"","","","","","","","","","","","1","49134","26 January 2016 7:23:18 PM","26 January 2016 7:23:18 PM +0900","39.97587","-68.19519"
"","","","","","","","","","","","1","49130","26 January 2016 6:43:53 PM","26 January 2016 6:43:53 PM +0900","39.90248","-68.02289"
"","","","","","","","","","","","1","49125","26 January 2016 7:06:39 AM","26 January 2016 7:06:39 AM +0900","39.94112","-67.9086"
"","","","","","","","","","","","1","49113","25 January 2016 5:11:51 PM","25 January 2016 5:11:51 PM +0900","40.04912","-67.50495"
"","","","","","","","","","","","1","49111","25 January 2016 3:36:04 PM","25 January 2016 3:36:04 PM +0900","40.28659","-68.15451"
"","","","","","","","","","","","1","49107","25 January 2016 10:40:41 AM","25 January 2016 10:40:41 AM +0900","40.00196","-67.91447"
"","","","","","","","","","","","1","49106","25 January 2016 7:31:23 AM","25 January 2016 7:31:23 AM +0900","39.72337","-68.26771"
"","","","","","","","","","","","1","49105","24 January 2016 11:59:40 PM","24 January 2016 11:59:40 PM +0900","39.75866","-68.30736"
"","","","","","","","","","","","1","49103","24 January 2016 10:22:04 PM","24 January 2016 10:22:04 PM +0900","39.7845","-68.4534"
"","","","","","","","","","","","1","49095","24 January 2016 8:42:58 PM","24 January 2016 8:42:58 PM +0900","39.74302","-68.27454"
"","","","","","","","","","","","1","49098","24 January 2016 8:39:24 PM","24 January 2016 8:39:24 PM +0900","39.73306","-68.23135"
"","","","","","","","","","","","1","49091","24 January 2016 8:11:11 PM","24 January 2016 8:11:11 PM +0900","39.73519","-68.22429"
"","","","","","","","","","","","1","49080","24 January 2016 10:56:45 AM","24 January 2016 10:56:45 AM +0900","39.40797","-68.22113"
"","","","","","","","","","","","1","49078","24 January 2016 10:01:57 AM","24 January 2016 10:01:57 AM +0900","39.31807","-67.89071"
"","","","","","","","","","","","1","49076","24 January 2016 3:17:45 AM","24 January 2016 3:17:45 AM +0900","39.04665","-67.8985"
"","","","","","","","","","","","1","49075","24 January 2016 12:17:34 AM","24 January 2016 12:17:34 AM +0900","38.94813","-67.39079"
"","","","","","","","","","","","1","49074","23 January 2016 11:39:21 PM","23 January 2016 11:39:21 PM +0900","38.90372","-67.27284"
"","","","","","","","","","","","1","49073","23 January 2016 10:44:10 PM","23 January 2016 10:44:10 PM +0900","38.82381","-67.03836"
"","","","","","","","","","","","1","49071","23 January 2016 8:54:50 PM","23 January 2016 8:54:50 PM +0900","38.89824","-67.21802"
"","","","","","","","","","","","1","49070","23 January 2016 8:43:26 PM","23 January 2016 8:43:26 PM +0900","38.87369","-66.96009"
"","","","","","","","","","","","1","49069","23 January 2016 7:31:57 PM","23 January 2016 7:31:57 PM +0900","38.91091","-67.07922"
"","","","","","","","","","","","1","49067","23 January 2016 7:13:17 PM","23 January 2016 7:13:17 PM +0900","38.8967","-67.07384"
"","","","","","","","","","","","1","49066","23 January 2016 7:03:24 PM","23 January 2016 7:03:24 PM +0900","38.90104","-67.09433"
"","","","","","","","","","","","1","49065","23 January 2016 5:38:43 PM","23 January 2016 5:38:43 PM +0900","39.0217","-67.45607"
"","","","","","","","","","","","1","49061","23 January 2016 4:01:03 PM","23 January 2016 4:01:03 PM +0900","39.07957","-67.56435"
"","","","","","","","","","","","1","49052","22 January 2016 4:06:30 PM","22 January 2016 4:06:30 PM +0900","39.3086","-67.45943"
"","","","","","","","","","","","1","49049","22 January 2016 10:40:36 AM","22 January 2016 10:40:36 AM +0900","39.3585","-67.694"
"","","","","","","","","","","","1","49048","22 January 2016 9:52:23 AM","22 January 2016 9:52:23 AM +0900","39.35651","-67.69995"
"","","","","","","","","","","","1","49047","22 January 2016 9:01:13 AM","22 January 2016 9:01:13 AM +0900","39.35184","-67.70917"
"","","","","","","","","","","","1","49040","21 January 2016 5:15:34 PM","21 January 2016 5:15:34 PM +0900","39.05521","-68.06626"
"","","","","","","","","","","","1","49039","21 January 2016 4:15:59 PM","21 January 2016 4:15:59 PM +0900","39.05418","-68.07074"
"","","","","","","","","","","","1","49037","21 January 2016 2:39:18 PM","21 January 2016 2:39:18 PM +0900","39.03467","-68.12779"
"","","","","","","","","","","","1","49036","21 January 2016 11:07:06 AM","21 January 2016 11:07:06 AM +0900","39.05447","-68.11678"
"","","","","","","","","","","","1","49034","21 January 2016 10:15:29 AM","21 January 2016 10:15:29 AM +0900","39.05091","-68.10341"
"","","","","","","","","","","","1","49031","21 January 2016 9:22:16 AM","21 January 2016 9:22:16 AM +0900","39.05505","-68.09512"
"","","","","","","","","","","","1","49033","21 January 2016 9:17:56 AM","21 January 2016 9:17:56 AM +0900","39.05127","-68.13132"
"","","","","","","","","","","","1","49026","20 January 2016 11:47:26 PM","20 January 2016 11:47:26 PM +0900","39.12925","-68.13664"
"","","","","","","","","","","","1","49024","20 January 2016 10:56:17 PM","20 January 2016 10:56:17 PM +0900","39.11638","-68.14892"
"","","","","","","","","","","","1","49025","20 January 2016 10:05:07 PM","20 January 2016 10:05:07 PM +0900","39.13822","-68.11811"
"","","","","","","","","","","","1","49012","20 January 2016 8:12:42 PM","20 January 2016 8:12:42 PM +0900","39.17118","-68.11642"
"","","","","","","","","","","","1","49011","20 January 2016 7:55:51 PM","20 January 2016 7:55:51 PM +0900","39.17278","-68.11347"
"","","","","","","","","","","","1","49010","20 January 2016 7:30:11 PM","20 January 2016 7:30:11 PM +0900","39.19675","-68.12538"
"","","","","","","","","","","","1","49009","20 January 2016 6:33:09 PM","20 January 2016 6:33:09 PM +0900","39.21771","-68.08677"
"","","","","","","","","","","","1","49008","20 January 2016 6:11:09 PM","20 January 2016 6:11:09 PM +0900","39.22657","-68.14307"
"","","","","","","","","","","","1","49007","20 January 2016 5:48:49 PM","20 January 2016 5:48:49 PM +0900","39.22785","-68.11282"
"","","","","","","","","","","","1","49005","20 January 2016 4:26:37 PM","20 January 2016 4:26:37 PM +0900","39.28196","-68.34807"
"","","","","","","","","","","","1","49004","20 January 2016 11:25:41 AM","20 January 2016 11:25:41 AM +0900","39.2334","-68.20954"
"","","","","","","","","","","","1","48996","20 January 2016 4:04:09 AM","20 January 2016 4:04:09 AM +0900","39.22694","-68.00194"
"","","","","","","","","","","","1","48995","20 January 2016 2:29:00 AM","20 January 2016 2:29:00 AM +0900","39.22331","-67.88056"
"","","","","","","","","","","","1","48994","19 January 2016 11:20:57 PM","19 January 2016 11:20:57 PM +0900","38.68808","-67.0753"
"","","","","","","","","","","","1","48985","19 January 2016 8:44:54 AM","19 January 2016 8:44:54 AM +0900","39.13094","-67.61017"
"","","","","","","","","","","","1","48981","19 January 2016 6:43:07 AM","19 January 2016 6:43:07 AM +0900","39.198","-67.64897"
"","","","","","","","","","","","1","48983","19 January 2016 5:00:05 AM","19 January 2016 5:00:05 AM +0900","39.17292","-67.66429"
"","","","","","","","","","","","1","48979","19 January 2016 4:23:51 AM","19 January 2016 4:23:51 AM +0900","39.19517","-67.67885"
"","","","","","","","","","","","1","48978","19 January 2016 4:23:50 AM","19 January 2016 4:23:50 AM +0900","39.19355","-67.66631"
"","","","","","","","","","","","1","48977","19 January 2016 2:36:44 AM","19 January 2016 2:36:44 AM +0900","39.24222","-67.70795"
"","","","","","","","","","","","1","48971","18 January 2016 12:04:22 PM","18 January 2016 12:04:22 PM +0900","39.55858","-67.66158"
"","","","","","","","","","","","1","48968","18 January 2016 11:18:50 AM","18 January 2016 11:18:50 AM +0900","39.6202","-67.69185"
"","","","","","","","","","","","1","48966","18 January 2016 10:28:15 AM","18 January 2016 10:28:15 AM +0900","39.60869","-67.69765"
"","","","","","","","","","","","1","48964","18 January 2016 9:14:31 AM","18 January 2016 9:14:31 AM +0900","39.64716","-67.71541"
"","","","","","","","","","","","1","48961","18 January 2016 8:50:40 AM","18 January 2016 8:50:40 AM +0900","39.67614","-67.73529"
"","","","","","","","","","","","1","48960","18 January 2016 7:11:03 AM","18 January 2016 7:11:03 AM +0900","39.78535","-67.82479"
"","","","","","","","","","","","1","48959","18 January 2016 6:11:28 AM","18 January 2016 6:11:28 AM +0900","39.79604","-67.8284"
"","","","","","","","","","","","1","48958","18 January 2016 5:28:24 AM","18 January 2016 5:28:24 AM +0900","39.81224","-67.8441"
"","","","","","","","","","","","1","48957","18 January 2016 4:31:13 AM","18 January 2016 4:31:13 AM +0900","39.82703","-67.85343"
"","","","","","","","","","","","1","48956","18 January 2016 2:47:06 AM","18 January 2016 2:47:06 AM +0900","39.89051","-67.90649"
"","","","","","","","","","","","1","48955","18 January 2016 12:44:01 AM","18 January 2016 12:44:01 AM +0900","40.02529","-68.01606"
"","","","","","","","","","","","1","48954","18 January 2016 12:00:35 AM","18 January 2016 12:00:35 AM +0900","40.26422","-68.23519"
"","","","","","","","","","","","1","48952","17 January 2016 11:12:49 PM","17 January 2016 11:12:49 PM +0900","40.47681","-68.12088"
"","","","","","","","","","","","1","48947","17 January 2016 12:30:57 PM","17 January 2016 12:30:57 PM +0900","40.6021","-68.04789"
"","","","","","","","","","","","1","48944","17 January 2016 10:43:42 AM","17 January 2016 10:43:42 AM +0900","40.66975","-68.00621"
"","","","","","","","","","","","1","48943","17 January 2016 9:03:29 AM","17 January 2016 9:03:29 AM +0900","40.68783","-67.98415"
"","","","","","","","","","","","1","48942","17 January 2016 7:30:11 AM","17 January 2016 7:30:11 AM +0900","40.83952","-67.80062"
"","","","","","","","","","","","1","48941","17 January 2016 6:19:51 AM","17 January 2016 6:19:51 AM +0900","40.81572","-67.44139"
"","","","","","","","","","","","1","48926","15 January 2016 10:07:21 PM","15 January 2016 10:07:21 PM +0900","41.2272","-67.39946"
"","","","","","","","","","","","1","48924","15 January 2016 6:48:47 PM","15 January 2016 6:48:47 PM +0900","40.78163","-67.27648"
"","","","","","","","","","","","1","48920","15 January 2016 9:46:29 AM","15 January 2016 9:46:29 AM +0900","40.77172","-67.27986"
"","","","","","","","","","","","1","48913","14 January 2016 3:56:53 PM","14 January 2016 3:56:53 PM +0900","40.54611","-67.40594"
"","","","","","","","","","","","1","48912","14 January 2016 11:45:54 AM","14 January 2016 11:45:54 AM +0900","40.42653","-67.21022"
"","","","","","","","","","","","1","48910","14 January 2016 11:03:50 AM","14 January 2016 11:03:50 AM +0900","40.45752","-67.17142"
"","","","","","","","","","","","1","48908","14 January 2016 10:15:02 AM","14 January 2016 10:15:02 AM +0900","40.49566","-67.16068"
"","","","","","","","","","","","1","48907","14 January 2016 9:35:08 AM","14 January 2016 9:35:08 AM +0900","40.44543","-67.34149"
"","","","","","","","","","","","1","48906","14 January 2016 9:19:25 AM","14 January 2016 9:19:25 AM +0900","40.53755","-67.19442"
"","","","","","","","","","","","1","48900","13 January 2016 4:04:46 PM","13 January 2016 4:04:46 PM +0900","40.08098","-68.06337"
"","","","","","","","","","","","1","48899","13 January 2016 2:25:26 PM","13 January 2016 2:25:26 PM +0900","39.90915","-68.37093"
"","","","","","","","","","","","1","48897","13 January 2016 12:11:47 PM","13 January 2016 12:11:47 PM +0900","39.87438","-68.36376"
"","","","","","","","","","","","1","48894","13 January 2016 10:27:41 AM","13 January 2016 10:27:41 AM +0900","39.87142","-68.36002"
"","","","","","","","","","","","1","48891","13 January 2016 9:46:40 AM","13 January 2016 9:46:40 AM +0900","39.88991","-68.34501"
"","","","","","","","","","","","1","48890","13 January 2016 8:54:08 AM","13 January 2016 8:54:08 AM +0900","40.23236","-68.24212"
"","","","","","","","","","","","1","48885","12 January 2016 5:59:45 PM","12 January 2016 5:59:45 PM +0900","39.95776","-68.83727"
"","","","","","","","","","","","1","48884","12 January 2016 5:00:30 PM","12 January 2016 5:00:30 PM +0900","39.95087","-68.8609"
"","","","","","","","","","","","1","48883","12 January 2016 4:19:23 PM","12 January 2016 4:19:23 PM +0900","39.92794","-68.90594"
"","","","","","","","","","","","1","48882","12 January 2016 2:44:04 PM","12 January 2016 2:44:04 PM +0900","39.93756","-68.8876"
"","","","","","","","","","","","1","48881","12 January 2016 12:30:16 PM","12 January 2016 12:30:16 PM +0900","39.89471","-68.91464"
"","","","","","","","","","","","1","48878","12 January 2016 10:53:20 AM","12 January 2016 10:53:20 AM +0900","39.80174","-68.99102"
"","","","","","","","","","","","1","48876","12 January 2016 10:01:56 AM","12 January 2016 10:01:56 AM +0900","39.76408","-69.02301"
"","","","","","","","","","","","1","48873","12 January 2016 9:16:21 AM","12 January 2016 9:16:21 AM +0900","39.69074","-69.10077"
"","","","","","","","","","","","1","48877","12 January 2016 9:03:16 AM","12 January 2016 9:03:16 AM +0900","39.92229","-69.15527"
"","","","","","","","","","","","1","48870","11 January 2016 11:31:12 PM","11 January 2016 11:31:12 PM +0900","39.73366","-69.20262"
"","","","","","","","","","","","1","48868","11 January 2016 10:40:26 PM","11 January 2016 10:40:26 PM +0900","39.73769","-69.1914"
"","","","","","","","","","","","1","48869","11 January 2016 9:47:52 PM","11 January 2016 9:47:52 PM +0900","39.69841","-69.17604"
"","","","","","","","","","","","1","48866","11 January 2016 8:34:07 PM","11 January 2016 8:34:07 PM +0900","39.65809","-69.15983"
"","","","","","","","","","","","1","48863","11 January 2016 7:59:21 PM","11 January 2016 7:59:21 PM +0900","39.64821","-69.15341"
"","","","","","","","","","","","1","48861","11 January 2016 7:05:04 PM","11 January 2016 7:05:04 PM +0900","39.61036","-69.13848"
"","","","","","","","","","","","1","48859","11 January 2016 6:58:36 PM","11 January 2016 6:58:36 PM +0900","39.63018","-69.11917"
"","","","","","","","","","","","1","48857","11 January 2016 6:17:16 PM","11 January 2016 6:17:16 PM +0900","39.60641","-69.10264"
"","","","","","","","","","","","1","48856","11 January 2016 5:27:19 PM","11 January 2016 5:27:19 PM +0900","39.57031","-69.0204"
"","","","","","","","","","","","1","48852","11 January 2016 2:47:45 PM","11 January 2016 2:47:45 PM +0900","39.45803","-69.05545"
"","","","","","","","","","","","1","48848","11 January 2016 10:25:56 AM","11 January 2016 10:25:56 AM +0900","39.28991","-69.11305"
"","","","","","","","","","","","1","48844","11 January 2016 9:30:59 AM","11 January 2016 9:30:59 AM +0900","39.24787","-69.13732"
"","","","","","","","","","","","1","48847","11 January 2016 9:30:32 AM","11 January 2016 9:30:32 AM +0900","39.25101","-69.1065"
"","","","","","","","","","","","1","48836","10 January 2016 11:51:46 PM","10 January 2016 11:51:46 PM +0900","38.86007","-69.25145"
"","","","","","","","","","","","1","48835","10 January 2016 9:00:25 PM","10 January 2016 9:00:25 PM +0900","38.72957","-69.31325"
"","","","","","","","","","","","1","48833","10 January 2016 8:09:11 PM","10 January 2016 8:09:11 PM +0900","38.70573","-69.31685"
"","","","","","","","","","","","1","48831","10 January 2016 7:20:46 PM","10 January 2016 7:20:46 PM +0900","38.72259","-69.26281"
"","","","","","","","","","","","1","48830","10 January 2016 6:02:03 PM","10 January 2016 6:02:03 PM +0900","38.67271","-69.31688"
"","","","","","","","","","","","1","48829","10 January 2016 2:58:15 PM","10 January 2016 2:58:15 PM +0900","38.58919","-69.45881"
"","","","","","","","","","","","1","48826","10 January 2016 11:36:01 AM","10 January 2016 11:36:01 AM +0900","38.44577","-70.05326"
"","","","","","","","","","","","1","48819","10 January 2016 4:20:01 AM","10 January 2016 4:20:01 AM +0900","38.31063","-70.15842"
"","","","","","","","","","","","1","48748","3 January 2016 7:05:57 AM","3 January 2016 7:05:57 AM +0900","34.09392","-75.95433"
"","","","","","","","","","","","1","48728","2 January 2016 4:10:34 AM","2 January 2016 4:10:34 AM +0900","34.27017","-76.1242"
"","","","","","","","","","","","1","48724","1 January 2016 10:52:01 PM","1 January 2016 10:52:01 PM +0900","34.42936","-76.12682"
"","","","","","","","","","","","1","48716","1 January 2016 11:15:45 AM","1 January 2016 11:15:45 AM +0900","34.57081","-76.13283"
"","","","","","","","","","","","1","48711","1 January 2016 7:28:01 AM","1 January 2016 7:28:01 AM +0900","34.56253","-76.17906"
"","","","","","","","","","","","1","48712","1 January 2016 5:46:57 AM","1 January 2016 5:46:57 AM +0900","34.55226","-76.15226"
"65","Katharine","132360","White Shark (Carcharodon carcharias)","Female","Immature","14 ft. 2 in.","2,300 lb.","20 August 2013","Cape Cod","Katharine, who was tagged off Cape Cod, Massachusetts, was named by Cat Products fans in honor of Katharine Lee Bates, a Cape Cod native and songwriter - best known for her poem and song ""America The Beautiful"", which has been called ""an expression of patriotism at its finest.""","1","61730","7 May 2017 4:48:55 AM","7 May 2017 4:48:55 AM +0900","28.97645","-79.84243"
"","","","","","","","","","","","1","61705","6 May 2017 6:40:34 AM","6 May 2017 6:40:34 AM +0900","28.82793","-79.84356"
"","","","","","","","","","","","1","61704","6 May 2017 5:02:55 AM","6 May 2017 5:02:55 AM +0900","28.81807","-79.83471"
"","","","","","","","","","","","1","61621","3 May 2017 1:47:38 AM","3 May 2017 1:47:38 AM +0900","28.12231","-79.4796"
"","","","","","","","","","","","1","61620","3 May 2017 12:58:17 AM","3 May 2017 12:58:17 AM +0900","28.12655","-79.45639"
"","","","","","","","","","","","1","61574","30 April 2017 9:13:50 AM","30 April 2017 9:13:50 AM +0900","27.75442","-79.14577"
"","","","","","","","","","","","1","61333","20 April 2017 8:21:10 AM","20 April 2017 8:21:10 AM +0900","27.74023","-79.5014"
"","","","","","","","","","","","1","61341","20 April 2017 8:17:27 AM","20 April 2017 8:17:27 AM +0900","27.74717","-79.49512"
"","","","","","","","","","","","1","61337","20 April 2017 7:17:42 AM","20 April 2017 7:17:42 AM +0900","27.73749","-79.493"
"","","","","","","","","","","","1","59739","14 February 2017 5:23:07 AM","14 February 2017 5:23:07 AM +0900","27.56944","-79.45435"
"","","","","","","","","","","","1","59196","27 January 2017 7:53:57 PM","27 January 2017 7:53:57 PM +0900","28.58629","-79.71612"
"","","","","","","","","","","","1","59185","27 January 2017 7:53:50 AM","27 January 2017 7:53:50 AM +0900","28.28062","-79.82703"
"","","","","","","","","","","","1","59126","25 January 2017 4:06:56 AM","25 January 2017 4:06:56 AM +0900","28.22431","-79.79706"
"","","","","","","","","","","","1","59120","24 January 2017 10:50:29 PM","24 January 2017 10:50:29 PM +0900","28.14809","-79.73979"
"","","","","","","","","","","","1","59118","24 January 2017 10:17:14 PM","24 January 2017 10:17:14 PM +0900","28.14535","-79.74763"
"","","","","","","","","","","","1","59117","24 January 2017 9:32:24 PM","24 January 2017 9:32:24 PM +0900","28.13586","-79.74673"
"","","","","","","","","","","","1","59116","24 January 2017 8:39:18 PM","24 January 2017 8:39:18 PM +0900","28.14067","-79.76387"
"","","","","","","","","","","","1","59114","24 January 2017 7:48:25 PM","24 January 2017 7:48:25 PM +0900","28.13684","-79.75283"
"","","","","","","","","","","","1","59113","24 January 2017 7:47:10 PM","24 January 2017 7:47:10 PM +0900","28.13675","-79.75253"
"","","","","","","","","","","","1","59082","23 January 2017 8:44:44 PM","23 January 2017 8:44:44 PM +0900","28.09706","-79.88606"
"","","","","","","","","","","","1","59076","23 January 2017 12:29:07 PM","23 January 2017 12:29:07 PM +0900","28.05478","-79.69147"
"","","","","","","","","","","","1","58454","14 January 2017 11:33:56 AM","14 January 2017 11:33:56 AM +0900","26.61933","-79.86769"
"","","","","","","","","","","","1","58439","14 January 2017 4:32:21 AM","14 January 2017 4:32:21 AM +0900","26.60912","-79.65202"
"","","","","","","","","","","","1","58411","14 January 2017 12:19:29 AM","14 January 2017 12:19:29 AM +0900","26.58172","-79.44294"
"","","","","","","","","","","","1","58262","9 January 2017 12:20:59 PM","9 January 2017 12:20:59 PM +0900","27.00623","-79.30707"
"","","","","","","","","","","","1","58260","9 January 2017 9:42:44 AM","9 January 2017 9:42:44 AM +0900","27.01263","-79.25156"
"","","","","","","","","","","","1","58259","9 January 2017 9:21:33 AM","9 January 2017 9:21:33 AM +0900","27.01381","-79.24339"
"","","","","","","","","","","","1","58258","9 January 2017 8:41:09 AM","9 January 2017 8:41:09 AM +0900","27.01371","-79.19497"
"","","","","","","","","","","","1","55950","7 November 2016 4:09:00 AM","7 November 2016 4:09:00 AM +0900","30.00949","-79.53591"
"","","","","","","","","","","","1","55884","5 November 2016 10:13:32 AM","5 November 2016 10:13:32 AM +0900","30.40242","-77.97864"
"","","","","","","","","","","","1","55680","3 November 2016 3:17:05 AM","3 November 2016 3:17:05 AM +0900","31.77865","-78.82243"
"","","","","","","","","","","","1","55675","2 November 2016 11:08:22 PM","2 November 2016 11:08:22 PM +0900","32.10818","-78.97614"
"","","","","","","","","","","","1","55656","2 November 2016 11:41:27 AM","2 November 2016 11:41:27 AM +0900","32.06609","-79.03227"
"","","","","","","","","","","","1","55634","2 November 2016 5:06:38 AM","2 November 2016 5:06:38 AM +0900","32.22248","-78.97581"
"","","","","","","","","","","","1","55564","30 October 2016 7:28:57 PM","30 October 2016 7:28:57 PM +0900","31.90989","-78.87937"
"","","","","","","","","","","","1","55479","28 October 2016 9:29:27 PM","28 October 2016 9:29:27 PM +0900","32.51811","-78.2631"
"","","","","","","","","","","","1","55442","28 October 2016 9:16:15 AM","28 October 2016 9:16:15 AM +0900","32.78389","-78.27454"
"","","","","","","","","","","","1","55352","26 October 2016 8:22:18 AM","26 October 2016 8:22:18 AM +0900","32.84394","-77.1904"
"","","","","","","","","","","","1","54981","19 October 2016 4:18:18 AM","19 October 2016 4:18:18 AM +0900","33.2419","-76.81473"
"","","","","","","","","","","","1","54901","16 October 2016 11:39:24 AM","16 October 2016 11:39:24 AM +0900","33.73386","-76.47927"
"","","","","","","","","","","","1","54900","16 October 2016 10:55:55 AM","16 October 2016 10:55:55 AM +0900","33.72481","-76.455"
"","","","","","","","","","","","1","54896","16 October 2016 9:58:30 AM","16 October 2016 9:58:30 AM +0900","33.73096","-76.39577"
"","","","","","","","","","","","1","54872","15 October 2016 11:38:39 PM","15 October 2016 11:38:39 PM +0900","33.83417","-76.3764"
"","","","","","","","","","","","1","54852","15 October 2016 9:34:07 AM","15 October 2016 9:34:07 AM +0900","33.89126","-76.15645"
"","","","","","","","","","","","1","54851","15 October 2016 9:27:55 AM","15 October 2016 9:27:55 AM +0900","33.97973","-76.19597"
"","","","","","","","","","","","1","54824","14 October 2016 7:26:09 PM","14 October 2016 7:26:09 PM +0900","34.02622","-76.15566"
"","","","","","","","","","","","1","54823","14 October 2016 6:58:48 PM","14 October 2016 6:58:48 PM +0900","34.05825","-75.9894"
"","","","","","","","","","","","1","54805","14 October 2016 6:39:28 AM","14 October 2016 6:39:28 AM +0900","34.07724","-75.96091"
"","","","","","","","","","","","1","54783","13 October 2016 11:03:58 AM","13 October 2016 11:03:58 AM +0900","34.06169","-75.91177"
"","","","","","","","","","","","1","54777","13 October 2016 8:42:59 AM","13 October 2016 8:42:59 AM +0900","34.03532","-75.90411"
"","","","","","","","","","","","1","54745","12 October 2016 9:17:53 AM","12 October 2016 9:17:53 AM +0900","33.7933","-75.85707"
"","","","","","","","","","","","1","54744","12 October 2016 9:04:00 AM","12 October 2016 9:04:00 AM +0900","33.64109","-76.36761"
"","","","","","","","","","","","1","54728","12 October 2016 12:04:28 AM","12 October 2016 12:04:28 AM +0900","33.66555","-76.35809"
"","","","","","","","","","","","1","54700","11 October 2016 8:21:41 AM","11 October 2016 8:21:41 AM +0900","33.68979","-76.30164"
"","","","","","","","","","","","1","54668","10 October 2016 4:53:16 PM","10 October 2016 4:53:16 PM +0900","33.91233","-76.16699"
"","","","","","","","","","","","1","54649","10 October 2016 8:42:28 AM","10 October 2016 8:42:28 AM +0900","33.91534","-76.15806"
"","","","","","","","","","","","1","54648","10 October 2016 8:32:23 AM","10 October 2016 8:32:23 AM +0900","33.92589","-76.13966"
"","","","","","","","","","","","1","54635","10 October 2016 4:20:11 AM","10 October 2016 4:20:11 AM +0900","33.88212","-76.18452"
"","","","","","","","","","","","1","54474","6 October 2016 3:32:46 AM","6 October 2016 3:32:46 AM +0900","34.21055","-75.95371"
"","","","","","","","","","","","1","54461","5 October 2016 11:26:19 AM","5 October 2016 11:26:19 AM +0900","34.12721","-75.87799"
"","","","","","","","","","","","1","54449","5 October 2016 7:01:48 AM","5 October 2016 7:01:48 AM +0900","34.12728","-75.87889"
"","","","","","","","","","","","1","54345","2 October 2016 11:50:15 PM","2 October 2016 11:50:15 PM +0900","34.0003","-76.19511"
"","","","","","","","","","","","1","54230","30 September 2016 10:49:59 PM","30 September 2016 10:49:59 PM +0900","34.31628","-75.81944"
"","","","","","","","","","","","1","54071","27 September 2016 8:47:27 AM","27 September 2016 8:47:27 AM +0900","34.42804","-75.81622"
"","","","","","","","","","","","1","53899","24 September 2016 1:14:57 AM","24 September 2016 1:14:57 AM +0900","33.69864","-76.03054"
"","","","","","","","","","","","1","53585","17 September 2016 12:22:04 AM","17 September 2016 12:22:04 AM +0900","34.09178","-75.89205"
"","","","","","","","","","","","1","53364","13 September 2016 9:17:45 AM","13 September 2016 9:17:45 AM +0900","34.52188","-75.32083"
"","","","","","","","","","","","1","53339","12 September 2016 10:03:10 AM","12 September 2016 10:03:10 AM +0900","34.45248","-75.45832"
"","","","","","","","","","","","1","52830","6 September 2016 6:39:55 AM","6 September 2016 6:39:55 AM +0900","34.59099","-74.83987"
"","","","","","","","","","","","1","52762","2 September 2016 4:59:16 AM","2 September 2016 4:59:16 AM +0900","34.77721","-74.93071"
"","","","","","","","","","","","1","52570","25 August 2016 11:13:57 AM","25 August 2016 11:13:57 AM +0900","34.19431","-74.58769"
